指标名称,中国:CPI:食品:环比,中国:CPI:非食品:环比,中国:CPI:不包括食品和能源(核心CPI):环比_x,中国:CPI:消费品:环比,中国:CPI:服务:环比,中国:CPI:食品烟酒:环比,中国:CPI:食品烟酒:粮食:环比,中国:CPI:食品烟酒:食用油:环比,中国:CPI:食品烟酒:鲜菜:环比,中国:CPI:食品烟酒:畜肉类:环比,中国:CPI:食品烟酒:畜肉类:猪肉:环比,中国:CPI:食品烟酒:畜肉类:牛肉:环比,中国:CPI:食品烟酒:畜肉类:羊肉:环比,中国:CPI:食品烟酒:水产品:环比,中国:CPI:食品烟酒:蛋类:环比,中国:CPI:食品烟酒:奶类:环比,中国:CPI:食品烟酒:鲜果:环比,中国:CPI:食品烟酒:卷烟:环比,中国:CPI:食品烟酒:酒类:环比,中国:CPI:衣着:环比,中国:CPI:衣着:服装:环比,中国:CPI:衣着:鞋类:环比,中国:CPI:居住:环比,中国:CPI:居住:租赁房房租:环比,中国:CPI:居住:水电燃料:环比,中国:CPI:生活用品及服务:环比,中国:CPI:生活用品及服务:家用器具:环比,中国:CPI:生活用品及服务:家庭服务:环比,中国:CPI:交通和通信:环比,中国:CPI:交通和通信:交通工具:环比,中国:CPI:交通和通信:交通工具用燃料:环比,中国:CPI:交通和通信:交通工具使用和维修:环比,中国:CPI:交通和通信:通信工具:环比,中国:CPI:交通和通信:通信服务:环比,中国:CPI:交通和通信:邮递服务:环比,中国:CPI:教育文化和娱乐:环比,中国:CPI:教育文化和娱乐:教育服务:环比,中国:CPI:教育文化和娱乐:旅游:环比,中国:CPI:医疗保健:环比,中国:CPI:医疗保健:中药:环比,中国:CPI:医疗保健:西药:环比,中国:CPI:医疗保健:医疗服务:环比,中国:CPI:其他用品和服务:环比,中国:CPI:交通和通信:交通工具使用和维修:环比.1,中国:CPI:食品:当月同比,中国:CPI:非食品:当月同比,中国:CPI:不包括食品和能源(核心CPI):当月同比_x,中国:CPI:消费品:当月同比,中国:CPI:服务:当月同比,中国:CPI:食品烟酒:当月同比,中国:CPI:食品烟酒:粮食:当月同比,中国:CPI:食品烟酒:食用油:当月同比,中国:CPI:食品烟酒:鲜菜:当月同比,中国:CPI:食品烟酒:畜肉类:当月同比,中国:CPI:食品烟酒:畜肉类:猪肉:当月同比,中国:CPI:食品烟酒:畜肉类:牛肉:当月同比,中国:CPI:食品烟酒:畜肉类:羊肉:当月同比,中国:CPI:食品烟酒:水产品:当月同比,中国:CPI:食品烟酒:蛋类:当月同比,中国:CPI:食品烟酒:奶类:当月同比,中国:CPI:食品烟酒:鲜果:当月同比,中国:CPI:食品烟酒:烟草:当月同比,中国:CPI:食品烟酒:酒类:当月同比,中国:CPI:衣着:当月同比,中国:CPI:衣着:服装:当月同比,中国:CPI:衣着:鞋类:当月同比,中国:CPI:居住:当月同比,中国:CPI:居住:租赁房房租:当月同比,中国:CPI:居住:水电燃料:当月同比,中国:CPI:生活用品及服务:当月同比,中国:CPI:生活用品及服务:家用器具:当月同比,中国:CPI:生活用品及服务:家庭服务:当月同比,中国:CPI:交通和通信:当月同比,中国:CPI:交通和通信:交通工具:当月同比,中国:CPI:交通和通信:交通工具用燃料:当月同比,中国:CPI:交通和通信:交通工具使用和维修:当月同比,中国:CPI:交通和通信:通信工具:当月同比,中国:CPI:交通和通信:通信服务:当月同比,中国:CPI:交通和通信:邮递服务:当月同比,中国:CPI:教育文化和娱乐:当月同比,中国:CPI:教育文化和娱乐:教育服务:当月同比,中国:CPI:教育文化和娱乐:旅游:当月同比,中国:CPI:医疗保健:当月同比,中国:CPI:医疗保健:中药:当月同比,中国:CPI:医疗保健:西药:当月同比,中国:CPI:医疗保健:医疗服务:当月同比,中国:CPI:其他用品和服务:当月同比,中国:PPI:煤炭开采和洗选业:当月同比,中国:PPI:石油和天然气开采业:当月同比,中国:PPI:黑色金属矿采选业:当月同比,中国:PPI:有色金属矿采选业:当月同比,中国:PPI:非金属矿采选业:当月同比,中国:PPI:农副食品加工业:当月同比,中国:PPI:食品制造业:当月同比,中国:PPI:酒、饮料和精制茶制造业:当月同比,中国:PPI:烟草制品业:当月同比,中国:PPI:纺织业:当月同比,中国:PPI:纺织服装、服饰业:当月同比,中国:PPI:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,中国:PPI:木材加工及木、竹、藤、棕、草制品业:当月同比,中国:PPI:家具制造业:当月同比,中国:PPI:造纸及纸制品业:当月同比,中国:PPI:印刷业和记录媒介的复制:当月同比,中国:PPI:文教、工美、体育和娱乐用品制造业:当月同比,中国:PPI:石油、煤炭及其他燃料加工业:当月同比,中国:PPI:化学原料及化学制品制造业:当月同比,中国:PPI:医药制造业:当月同比,中国:PPI:化学纤维制造业:当月同比,中国:PPI:橡胶和塑料制品业:当月同比,中国:PPI:非金属矿物制品业:当月同比,中国:PPI:黑色金属冶炼及压延加工业:当月同比,中国:PPI:有色金属冶炼及压延加工业:当月同比,中国:PPI:金属制品业:当月同比,中国:PPI:通用设备制造业:当月同比,中国:PPI:专用设备制造业:当月同比,中国:PPI:汽车制造业:当月同比,中国:PPI:铁路、船舶、航空航天和其他运输设备制造业:当月同比,中国:PPI:电气机械及器材制造业:当月同比,中国:PPI:计算机、通信和其他电子设备制造业:当月同比,中国:PPI:仪器仪表制造业:当月同比,中国:PPI:其他制造业:当月同比,中国:PPI:废弃资源综合利用业:当月同比,中国:PPI:金属制品、机械和设备修理业:当月同比,中国:PPI:电力、热力的生产和供应业:当月同比,中国:PPI:燃气生产和供应业:当月同比,中国:PPI:水的生产和供应业:当月同比,中国:PPI:煤炭开采和洗选业:环比,中国:PPI:石油和天然气开采业:环比,中国:PPI:黑色金属矿采选业:环比,中国:PPI:有色金属矿采选业:环比,中国:PPI:非金属矿采选业:环比,中国:PPI:农副食品加工业:环比,中国:PPI:食品制造业:环比,中国:PPI:酒、饮料和精制茶制造业:环比,中国:PPI:烟草制品业:环比,中国:PPI:纺织业:环比,中国:PPI:纺织服装、服饰业:环比,中国:PPI:木材加工及木、竹、藤、棕、草制品业:环比,中国:PPI:造纸及纸制品业:环比,中国:PPI:印刷业和记录媒介的复制:环比,中国:PPI:石油、煤炭及其他燃料加工业:环比,中国:PPI:化学原料及化学制品制造业:环比,中国:PPI:医药制造业:环比,中国:PPI:化学纤维制造业:环比,中国:PPI:橡胶和塑料制品业:环比,中国:PPI:非金属矿物制品业:环比,中国:PPI:黑色金属冶炼及压延加工业:环比,中国:PPI:有色金属冶炼及压延加工业:环比,中国:PPI:金属制品业:环比,中国:PPI:通用设备制造业:环比,中国:PPI:专用设备制造业:环比,中国:PPI:汽车制造业:环比,中国:PPI:铁路、船舶、航空航天和其他运输设备制造业:环比,中国:PPI:电气机械及器材制造业:环比,中国:PPI:计算机、通信和其他电子设备制造业:环比,中国:PPI:电力、热力的生产和供应业:环比,中国:PPI:燃气生产和供应业:环比,中国:PPI:水的生产和供应业:环比,中国:CPI:当月同比,中国:CPI:环比,中国:CPI:不包括食品和能源(核心CPI):当月同比_y,中国:CPI:不包括食品和能源(核心CPI):环比_y,万得一致预测:中国:CPI:当月同比,万得一致预测:中国:核心CPI:当月同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:环比,万得一致预测:中国:PPI:当月同比,中国:制造业PMI:生产,中国:制造业PMI:新订单,中国:制造业PMI:出厂价格,中国:制造业PMI:大型企业,中国:制造业PMI:中型企业,中国:制造业PMI:小型企业,中国:制造业PMI,中国:非制造业PMI:建筑业,中国:非制造业PMI:服务业,中国:非制造业PMI:商务活动,中国:M1:同比,中国:M2:同比,中国:社会融资规模存量:同比,中国:社会融资规模:当月值,中国:出口金额:当月同比,中国:规模以上工业增加值:当月同比,中国:社会消费品零售总额:当月同比,中国:金融机构:新增人民币贷款:居民户:中长期:当月值,中国:金融机构:新增人民币贷款:企(事)业单位:中长期:当月值,中国:金融机构:新增人民币贷款:当月值,中国:社会融资规模:新增人民币贷款:当月值,中国:城镇调查失业率,中国:31个大城市:城镇调查失业率
2014-10-31,-0.241,0.1694,0.2,0.0044,0.0974,,0.3262,0.1026,-0.4816,-0.0088,-0.59,0.4,-0.2,-0.9826,-2.9905,0.076,-2.2207,0.079,0.143,0.9754,1.0383,0.9649,0.1888,0.3248,0.1184,0.2058,0.0595,0.5721,-0.3189,0.0079,-2.5989,0.2,-0.2301,0.1167,,-0.0041,0.1579,-0.723,0.1325,0.2182,0.1727,0.1028,,0.2,2.4955,1.1558,1.4,1.4487,1.9744,,3.4626,-3.9697,-7.2489,1.1312,-3.0854,4.0,1.7,3.1571,16.4062,5.8495,15.2236,0.234,-1.619,2.3606,2.4324,2.1382,1.6459,2.7024,0.5171,1.1845,0.2447,7.5883,-0.3452,-0.7669,-4.8827,3.5,-3.5347,-0.0162,,1.0739,2.9676,-2.2682,1.3091,2.2923,0.8447,1.2007,,-11.4,-8.2,-14.7,-2.5,-1.5,-1.0,1.5,0.6,0.4,-1.2,0.0,1.3,1.0,1.2,-0.4,0.0,0.4,-8.1,-1.7,0.9,-4.8,-1.5,-0.8,-8.5,-2.8,-1.2,-0.5,-0.4,-0.4,-0.1,-1.2,-1.4,0.1,2.3,-7.5,-1.1,-0.1,2.0,2.4,-0.5,-3.9,-2.5,-1.2,0.1,-0.2,0.1,0.0,0.0,-0.3,0.3,0.0,0.0,-0.1,-2.4,-0.8,0.1,-1.7,-0.2,0.2,-1.4,-1.1,-0.2,-0.1,,0.0,0.0,,-0.2,-0.2,0.3,0.1,1.6011,0.0314,1.4,0.2,1.56,,-2.2428,-0.4,-2.03,53.1,51.6,,51.9,49.1,48.5,50.8,58.5,52.6,53.8,3.2,12.6,,6807.0,11.59,7.7,11.5208,1195.0,2232.0,5483.0,5483.0,,
2014-11-30,-0.4025,-0.1334,0.0,-0.1963,-0.2903,,0.1182,-0.8446,-1.641,-0.5852,-1.2653,0.2,-0.4,-0.9673,-1.3121,-0.182,-0.5363,-0.0218,-0.1064,0.8199,0.9786,0.4273,-0.1034,-0.052,-0.4087,0.0613,0.1294,0.1141,-0.6984,-0.0649,-4.7261,0.0,-0.1235,-0.0937,,-0.6587,-0.0414,-3.278,0.0531,0.1718,0.0555,0.2409,,0.0,2.3086,1.0075,1.3,1.2758,1.8401,,3.2125,-4.6333,-5.1933,0.4944,-3.8409,3.6,0.3,2.5656,16.4555,4.3186,14.0182,0.1641,-1.8155,2.6171,2.7066,2.3697,1.3533,2.4213,-0.1821,1.1732,0.271,7.3413,-0.812,-0.6885,-8.3445,3.3,-3.3071,-0.1085,,0.9786,2.9187,-2.8574,1.2737,2.2272,0.8571,1.237,,-11.6,-13.0,-16.6,-2.8,-1.8,-1.2,1.0,0.2,0.3,-1.5,0.1,1.2,0.9,1.1,-0.4,-0.2,0.0,-11.2,-3.0,0.7,-5.6,-1.7,-1.6,-8.9,-2.9,-1.2,-0.7,-0.3,-0.4,0.0,-1.3,-1.6,0.0,2.2,-8.1,-1.0,0.3,0.3,2.0,0.1,-6.7,-2.0,-1.0,-0.1,-0.1,0.0,-0.2,0.0,-0.3,0.2,0.0,0.0,0.0,-4.2,-1.2,-0.1,-1.2,-0.2,0.1,-0.9,-0.8,-0.2,-0.1,,0.0,0.1,,-0.1,0.3,-0.5,0.1,1.4393,-0.2236,1.3,0.0,1.65,,-2.6928,-0.4926,-2.43,52.5,50.9,,51.6,48.4,47.6,50.3,58.9,52.6,53.9,3.2,12.3,,11459.0,4.69,7.2,11.7208,1830.0,2879.0,8527.0,8527.0,,
2014-12-31,1.1515,-0.058,0.0,0.4925,-0.0082,,0.0816,-0.8007,11.336,-0.2481,-0.5422,0.3,-0.1,0.9847,-1.5539,-0.3765,1.9095,0.0048,-0.095,0.1324,0.1527,0.0301,-0.063,0.095,-0.5255,0.0652,-0.022,0.3665,-0.3232,-0.1948,-2.9898,0.2,-0.0491,0.0162,,-0.2479,0.0373,-1.5073,0.2245,0.2247,0.1491,0.3378,,0.2,2.8564,0.8313,1.3,1.3911,1.7872,,3.0327,-5.1886,7.166,-0.2396,-4.9002,3.0,-0.9,2.4445,13.993,1.4798,10.3724,0.1212,-1.7734,2.6257,2.6725,2.5197,1.0072,2.4108,-1.4436,1.1306,0.2002,7.068,-1.4023,-1.0277,-12.337,3.4,-2.8671,-0.0994,,0.874,2.9359,-3.6476,1.5325,2.1729,0.918,1.6506,,-12.2,-19.7,-19.0,-3.2,-2.0,-1.6,0.6,0.2,0.6,-1.7,0.2,1.2,0.8,1.05,-0.6,-0.2,0.2,-16.3,-4.9,0.8,-6.3,-2.5,-2.3,-9.7,-3.4,-1.4,-0.7,-0.38,-0.4,0.0,-1.2182,-1.3,0.0,2.0,-7.89,-1.1,0.4,-2.5,2.2,-0.3,-8.1,-2.7,-1.2,0.1,-0.4,-0.1,0.0,0.2,-0.3,0.1,0.0,-0.1,0.0,-4.7,-1.9,0.1,-1.6,-0.6,-0.2,-1.0,-1.3,-0.3,-0.1,,0.0,-0.1,,0.1,0.3,-1.1,0.3,1.5056,0.3468,1.3,0.0,1.54,,-3.3152,-0.6297,-3.04,52.2,50.4,,51.4,48.7,45.5,50.1,57.1,53.3,54.1,3.2,12.2,14.3,16945.0,9.67,7.9,11.8891,1675.0,5289.0,6972.999999999999,6973.0,,
2015-01-31,0.6865,0.0426,0.2,0.2234,0.349,,0.0835,-0.3673,3.9728,-0.5759,-1.4406,0.1,-0.3,2.1888,-3.3711,-0.2522,3.8848,-0.003,-0.0878,-0.2933,-0.3582,-0.228,0.0258,0.2442,-0.3244,0.1982,0.0498,1.5526,-0.4379,-0.07,-6.714,0.2,0.0757,-0.03,,0.3936,0.177,0.9717,0.4237,0.3033,0.1683,0.5046,,0.2,1.1092,0.5877,1.2,0.5277,1.3463,,2.9017,-5.0718,-0.6416,-0.8263,-5.2994,1.4,-2.5,0.3567,8.3417,-0.5135,3.2737,0.0777,-1.0714,2.866,2.9886,2.6108,0.831,2.6243,-1.983,0.9144,0.3014,4.6069,-2.2291,-1.1415,-18.3256,2.3,-2.4527,-0.142,,0.2993,2.9806,-7.7901,1.612,2.2922,1.2099,1.7458,,-13.0,-32.9,-20.5,-3.0,-2.0,-1.5,0.4,-0.3,0.5,-2.1,0.7,1.3,0.7,1.0,-0.9,0.0,0.1,-22.7,-6.7,0.9,-8.6,-3.1,-2.8,-11.5,-5.5,-1.6,-0.9,-0.4,-0.5,0.1,-1.7,-1.5,-0.1,-0.4,-9.3,-0.9,0.3,-2.5,2.5,-0.8,-15.3,-2.3,-0.4,0.0,-0.3,0.1,-0.1,0.1,-0.5,0.4,-0.1,-0.2,0.1,-7.8,-1.9,0.1,-3.0,-0.8,-0.4,-2.5,-2.1,-0.3,-0.2,,-0.2,0.2,,-0.5,0.2,-0.2,0.5,0.7638,0.2598,1.2,0.2,1.02,,-4.3202,-1.0909,-3.61,51.7,50.2,,50.3,49.9,46.4,49.8,56.9,52.9,53.7,10.6,10.8,,20516.0,-3.46,9.6,,3294.0,6121.0,14707.0,14708.0,,
2015-02-28,2.9231,0.3088,0.3668,1.307,0.9196,,0.179,-0.4377,13.6133,1.1838,0.755,1.3785,0.168,6.1377,-0.3199,-0.4482,8.8966,0.0399,-0.5628,-0.3292,-0.5287,0.1669,0.0394,0.0209,-0.0308,0.551,-0.1085,4.753,0.4723,-0.0754,-1.8051,2.7,-0.7145,0.0287,,0.9855,0.046,6.1078,0.4711,0.1213,0.1253,0.0626,,2.7,2.3657,0.9465,1.574,1.1126,2.2221,,2.851,-5.3496,4.3174,1.3812,-1.4523,1.5171,-3.2286,2.0646,11.3677,-1.4925,4.0857,0.1276,-1.5285,2.9417,2.9944,2.9066,0.5765,1.9893,-1.8982,1.4584,0.1466,9.8297,-1.7018,-1.1406,-18.9599,4.8,-2.7447,-0.1257,,1.8374,2.906,1.551,1.91,2.3444,1.309,1.5796,,-13.1,-42.4,-21.0,-4.2,-2.3,-1.3,0.1,-0.3,0.5,-2.4,0.6,1.2,0.5,0.8,-1.2,0.0,0.2,-23.8,-7.3,0.9,-9.0,-3.2,-2.6,-13.3,-6.3,-1.9,-0.9,-0.6,-0.5,0.3,-1.9,-1.5,-0.3,-0.7,-9.3,-0.8,-0.2,-1.9,2.2,-0.9,-15.7,-1.3,-0.9,-0.2,-0.1,0.0,0.0,0.0,-0.3,0.1,0.0,-0.2,0.0,-3.1,-1.0,0.1,-0.9,-0.3,-0.3,-2.7,-1.5,-0.3,-0.1,,0.0,-0.1,,0.0,0.0,0.4,0.0,1.4311,1.1946,1.574,0.3668,0.99,,-4.7976,-0.7306,-4.35,51.4,50.4,,50.4,49.4,48.1,49.9,56.5,53.2,53.9,5.6,12.5,,13609.0,48.13,3.6,10.7142,1864.0,5036.0,10200.0,11437.0,,
2015-03-31,-1.6034,0.01,-0.0575,-0.6257,-0.3501,,0.1162,-0.0204,-8.9154,-1.819,-3.833,-0.9332,-0.8118,-2.2518,-5.6768,0.0846,0.8604,-0.0121,0.306,0.763,0.7271,1.1042,0.3002,0.7741,-0.0207,-0.2655,-0.0824,-2.2504,-0.1154,-0.0831,4.6913,-2.0,-0.2179,-0.0295,,-0.6328,0.4571,-5.3976,-0.2319,0.2151,0.1283,0.0529,,-2.0,2.333,0.8876,1.4596,1.1266,1.9913,,2.7218,-4.9514,0.4168,3.1731,1.9914,1.7415,-3.1239,1.6471,5.6205,-1.6859,6.6922,0.1006,-1.4179,3.02,3.0155,3.2467,0.6312,2.2407,-1.8604,1.2027,0.037,7.6411,-1.5409,-1.2105,-16.3724,3.4,-2.7671,-0.1474,,1.5734,3.2272,-1.2927,1.5626,2.3029,1.3838,1.6214,,-13.0,-39.3,-21.4,-5.8,-2.5,-1.0,-0.1,-0.1,0.5,-2.5,0.9,0.8,0.6,0.8,-1.4,-0.1,-0.5,-21.1,-6.5,0.9,-8.0,-3.4,-2.7,-13.7,-4.4,-2.0,-1.0,-0.6,-0.6,0.2,-1.5,-1.5,-0.5,-1.0,-8.7,-1.1,-0.4,-1.7,2.3,-1.9,5.4,-2.6,-1.3,-0.4,-0.1,-0.1,0.1,0.0,-0.2,0.1,0.1,-0.1,0.0,3.7,0.5,0.1,-0.5,-0.3,-0.4,-1.3,-0.3,-0.3,-0.1,,-0.1,-0.1,,0.0,0.0,-0.1,0.1,1.3758,-0.546,1.4596,-0.0575,1.36,,-4.5603,-0.0718,-4.68,52.1,50.2,,51.5,48.3,46.9,50.1,58.9,52.3,53.7,2.9,11.6,13.0,12433.0,-15.16,5.6,10.2445,1670.0,3643.0,11800.0,9920.0,,
2015-04-30,-0.9376,0.174,0.2127,-0.4187,0.3185,,0.1579,-0.1689,-3.1547,-0.7854,-0.7787,-0.9349,-1.4691,-1.087,-5.6129,-0.2484,-3.4534,-0.0297,0.0163,0.4576,0.5103,0.3749,0.0732,0.3194,-0.2439,0.0224,0.0236,0.0537,-0.0165,-0.1716,-0.6275,0.2,-0.3656,-0.011,,0.3589,0.0513,1.6012,0.239,0.1346,0.251,0.6419,,0.2,2.7315,0.8948,1.4699,1.2762,2.0799,,2.6719,-4.3189,7.2291,4.993,8.3216,1.2082,-4.1457,1.14,-3.7222,-1.7299,1.5321,0.0713,-1.3124,2.8529,2.8371,3.0821,0.6129,2.4492,-2.0296,1.1255,0.0162,7.4211,-1.555,-1.272,-16.3443,3.4,-2.6657,-0.1164,,1.6493,3.2395,-0.7436,1.7579,2.3041,1.7064,2.2573,,-13.0,-38.7,-22.9,-4.9,-2.8,-0.9,-0.1,0.0,0.5,-2.4,0.6,0.5,0.4,0.7,-1.4,-0.1,-0.5,-21.3,-5.8,0.8,-7.3,-3.2,-3.0,-14.5,-3.6,-2.2,-1.1,-0.7,-0.8,0.1,-1.5,-1.3,-0.5,-0.4,-9.2,-1.1,-0.5,-2.6,2.4,-2.7,1.2,-2.9,0.4,-0.6,-0.1,0.0,0.1,0.0,-0.1,-0.3,-0.1,0.0,0.0,-1.5,0.5,0.0,0.4,0.0,-0.5,-1.0,0.5,-0.3,-0.1,,-0.2,0.0,,-0.1,-0.2,-0.7,0.2,1.5091,-0.205,1.4699,0.2127,1.64,,-4.5725,-0.2602,-4.35,52.6,50.2,,50.6,49.8,48.4,50.1,57.5,52.4,53.4,3.7,10.1,,10582.0,-6.66,5.9,10.0024,1568.0,2776.0,7079.0,8045.0,,
2015-05-31,-0.9201,0.2079,0.1657,-0.2665,0.0513,,0.1076,0.0036,-9.242,0.8003,2.6896,-0.2436,-1.627,-0.3116,-1.2157,0.2895,-2.6907,3.6368,0.0042,0.2763,0.3987,-0.0841,0.0958,0.2011,-0.0876,-0.0049,-0.0319,0.1271,0.3602,-0.0669,4.7063,0.1,-0.0367,-0.0168,,-0.0836,0.0407,-0.7335,0.117,0.2076,0.2816,0.1828,,0.1,1.5985,1.0457,1.5758,0.8739,2.1065,,2.4392,-3.5305,6.541,3.0842,5.2998,0.9904,-5.4684,0.8937,-13.1525,-1.2699,-3.2487,3.7123,-1.1812,2.8235,2.862,2.8806,0.7144,2.6123,-2.0006,1.0427,-0.0532,7.1771,-1.3402,-1.2278,-13.2073,3.2,-2.5739,-0.1341,,1.6922,3.212,-0.3032,1.754,2.3301,1.9144,2.3306,,-14.0,-36.1,-22.5,-4.6,-2.8,-0.9,0.1,0.1,0.5,-2.3,0.6,0.4,0.0,0.5,-1.2,-0.1,-0.7,-18.6,-5.1,0.6,-5.7,-3.0,-3.3,-15.7,-3.9,-2.4,-1.1,-0.7,-1.1,0.1,-1.6,-1.5,-0.5,-1.0,-9.6,-1.8,-1.4,-2.3,2.1,-3.1,4.4,-1.0,0.6,-0.5,0.1,0.1,0.0,0.1,0.1,0.0,-0.2,-0.1,0.0,3.6,0.7,-0.1,1.3,0.0,-0.4,-1.4,1.1,-0.2,-0.1,,-0.3,-0.1,,-0.2,-1.3,0.0,0.2,1.2308,-0.1739,1.5758,0.1657,1.3,,-4.607,-0.0912,-4.46,52.9,50.6,,50.7,50.4,47.9,50.2,57.9,52.0,53.2,4.7,10.8,,12397.0,-3.47,6.1,10.1302,2063.0,2548.0,9008.0,8510.0,,
2015-06-30,-0.1459,0.1116,0.1342,-0.0272,0.1519,,-0.018,0.1084,-0.1313,1.6398,4.0034,-0.0214,-0.4895,0.4596,-1.5701,0.1741,-7.7594,2.8584,0.0601,-0.0961,-0.0819,-0.2086,0.0444,0.2555,-0.244,0.0877,0.1023,0.1703,-0.0798,-0.4981,0.0365,0.0,-0.8648,-0.0377,,0.0572,0.0312,0.553,0.2426,0.4899,0.5456,0.1325,,0.0,1.8544,1.1586,1.6943,1.0697,2.1767,,2.063,-3.0401,11.4407,3.5627,6.9757,1.0675,-5.6906,1.9436,-11.3056,-1.1439,-8.7683,6.6678,-0.9208,2.9135,2.9132,3.1547,0.7776,2.8326,-1.918,1.0228,-0.0603,6.8252,-1.5018,-1.695,-13.717,3.1,-3.2513,-0.1739,,1.7392,3.2174,0.2007,1.936,2.7884,2.3212,2.4825,,-15.4,-32.4,-20.1,-4.7,-2.6,-1.2,0.0,-0.2,0.5,-2.3,0.7,0.2,-0.3,0.4,-1.2,-0.4,-0.9,-18.8,-5.0,0.5,-8.2,-3.1,-3.5,-16.7,-5.9,-2.6,-1.1,-0.7,-0.9,-0.2,-1.6,-1.4,-0.6,-0.7,-8.6,-2.1,-1.7,-2.8,2.5,-2.7,6.0,-0.5,-0.3,-0.1,-0.1,0.0,-0.1,0.0,-0.1,0.0,-0.1,-0.1,-0.2,-0.2,-0.2,0.0,-1.8,-0.2,-0.6,-2.1,-1.8,-0.2,0.0,,0.1,-0.1,,-0.2,-0.8,-0.8,0.5,1.3909,0.0251,1.6943,0.1342,1.44,,-4.8135,-0.4291,-4.59,52.9,50.1,,50.8,50.2,47.5,50.2,62.1,52.3,53.8,4.3,11.8,11.9,18384.0,1.49,6.8,10.632,2941.0,3176.0,12806.0,13240.0,,
2015-07-31,0.7352,0.0908,0.1462,0.231,0.4905,,0.1356,0.0821,1.4418,4.2064,9.8599,0.0246,-0.2178,-0.0538,0.7122,0.0563,-5.8912,0.0794,0.0371,-0.533,-0.5364,-0.69,0.0506,0.256,-0.2609,0.0407,-0.0296,0.0122,-0.0188,-0.2406,-1.8846,0.1,-0.2324,-0.0013,,0.7555,0.1249,4.3303,0.0965,0.2597,0.3005,0.2247,,0.1,2.7273,1.1076,1.6845,1.4292,2.1776,,1.9287,-2.6997,10.4839,7.6416,16.6742,1.042,-5.7397,2.5929,-14.2826,-0.8411,-8.4131,6.7781,-0.8437,2.9489,2.9493,3.1986,0.7822,2.9674,-2.0196,1.0187,-0.0698,6.363,-1.8099,-1.8346,-15.8287,2.9,-3.4451,-0.1404,,1.6849,3.2199,-0.0523,1.9188,2.9026,2.5692,2.6658,,-15.1,-34.6,-20.1,-7.7,-2.3,-1.0,0.0,-0.2,0.5,-2.5,0.7,0.2,-0.3,0.4,-1.3,-0.4,-1.4,-21.0,-5.8,0.4,-10.4,-3.1,-3.6,-18.3,-8.5,-3.0,-1.3,-0.8,-1.1,-0.3,-2.0,-1.6,-0.8,-1.5,-11.5,-1.8,-2.0,-2.7,2.4,-1.1,-2.1,-1.8,-2.4,-0.2,0.2,-0.1,0.0,0.0,-0.2,0.0,-0.1,-0.1,-0.1,-2.3,-0.7,0.0,-1.3,-0.4,-0.7,-3.0,-1.9,-0.4,-0.2,,-0.2,-0.2,,-0.3,-0.3,-0.3,0.1,1.6473,0.3069,1.6845,0.1462,1.54,,-5.3692,-0.6759,-5.01,52.4,49.9,,50.6,50.0,46.9,50.0,60.1,52.8,53.9,6.6,13.3,,7511.0,-9.2,6.0,10.5123,2789.0,1028.0,14800.0,5890.0,,
2015-08-31,1.6252,-0.1023,-0.0156,0.6536,0.0593,,0.0881,0.27,6.822,3.8356,7.7026,0.0506,-0.4338,-0.7818,10.1941,0.0162,-1.773,0.0329,0.0549,-0.2197,-0.2596,-0.1278,0.0408,0.2271,-0.226,-0.029,-0.0379,0.2289,-0.6211,-0.2885,-4.9207,0.1,-0.4979,-0.0625,,-0.0527,0.0148,-0.3027,0.1243,0.3968,0.3376,0.141,,0.1,3.6772,1.0881,1.703,1.8369,2.2443,,1.7398,-2.1658,15.903,9.2634,19.6036,0.8905,-6.0368,2.3758,-11.1625,-0.9729,-8.0636,6.7955,-0.5459,2.9319,2.956,3.1318,0.7702,3.0041,-2.1564,0.9825,-0.0651,6.1068,-2.0945,-1.9982,-18.2698,2.3,-3.636,-0.1772,,1.8187,3.1494,0.8408,1.9422,2.937,2.7425,2.6991,,-15.6,-37.9,-20.4,-10.3,-2.8,-1.2,0.1,-0.3,0.5,-2.5,0.7,0.5,-0.6,0.4,-1.4,-0.5,-1.4,-24.3,-7.4,0.4,-11.7,-3.3,-3.8,-18.8,-11.0,-3.3,-1.3,-1.0,-1.2,-0.4,-2.3,-1.9,-0.9,-1.9,-12.0,-2.2,-2.0,-2.8,2.3,-1.7,-5.7,-1.4,-2.5,-0.3,-0.1,0.1,-0.1,0.0,-0.2,0.0,-0.1,-0.2,-0.2,-6.1,-1.5,0.1,-1.8,-0.4,-0.6,-1.3,-2.3,-0.4,-0.2,,-0.1,0.0,,-0.3,0.0,-0.4,0.1,1.9554,0.4795,1.703,-0.0156,1.86,,-5.9227,-0.7816,-5.46,51.7,49.7,,49.9,49.8,48.1,49.7,57.8,52.6,53.4,9.3,13.3,,11097.0,-5.84,6.1,10.7923,2855.0,1217.0,8096.0,7756.0,,
